,Unnamed: 0,ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
1425,28485,0xaacd,21.0,4.2,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,32,20002.520241865834
1426,33181,0xab61,28.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.520241865834
1427,27726,0xc458,38.0,4.8,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,20002.520241854538
1428,19785,0x1887,39.0,3.8,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,37,20002.520241854538
1429,10397,0x5c47,24.0,4.7,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,20002.520241854538
1430,43186,0x955c,26.0,4.7,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,16,20002.520241854538
1431,40624,0xa5b0,30.0,4.5,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.520241854538
1432,8602,0x6124,35.0,4.7,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.520241854538
1433,14907,0xcd2f,27.0,4.9,Fog,Jam,0,Snack,motorcycle,,No,Urban,24,20002.520241854538
1434,37686,0x80db,36.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,20002.520241854538
1435,1723,0x22e9,20.0,4.2,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.520241854538
1436,3589,0x82d1,37.0,4.1,Windy,Medium,1,Meal,scooter,0.0,No,Metropolitian,34,20002.520241854538
1437,31378,0xdfc,22.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Urban,24,20002.5202418482
1438,31241,0x7831,24.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.5202418482
1439,43518,0x4bde,30.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,28,20002.5202418482
1440,27593,0x91fb,24.0,4.7,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,16,20002.5202418482
1441,19327,0x4b1,,,Windy,Low,1,Meal,scooter,1.0,No,,29,20002.5202418482
1442,6972,0x7664,20.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,,15,20002.5202418482
1443,42687,0x4541,37.0,4.6,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.5202418482
1444,14286,0x20ec,31.0,5.0,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,26,20002.5202418482
1445,40984,0x31d7,21.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.5202418482
1446,45512,0x735a,26.0,5.0,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,16,20002.5202418482
1447,36779,0x90c3,38.0,4.6,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,29,20002.5202418482
1448,39862,0xb95a,35.0,4.8,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.5202418482
1449,18002,0x42bb,36.0,4.4,Windy,Medium,0,Buffet,motorcycle,2.0,No,Urban,47,20002.5202418482
1450,42757,0x2b63,38.0,4.8,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,21,20002.5202418482
1451,3623,0xccd2,22.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.520241835857
1452,2350,0xe019,27.0,4.5,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.520241835857
1453,35652,0x56ed,35.0,4.7,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.520241835857
1454,7537,0xb995,32.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,23,20002.520241835857
1455,35609,0xb52,20.0,4.8,Windy,High,0,Buffet,motorcycle,1.0,No,Urban,15,20002.520241835857
1456,15962,0x9d00,34.0,4.6,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,48,20002.520241835857
1457,18339,0x6d6f,39.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.520241835857
1458,21499,0xcc54,25.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.520241835857
1459,43373,0x798d,24.0,4.6,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Urban,11,20002.520241835857
1460,6555,0xbc9d,26.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.520241835857
1461,34770,0x48be,34.0,4.4,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,51,20002.520241835857
1462,35697,0xc271,24.0,4.5,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.520241835857
1463,15959,0xc4b9,23.0,4.5,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,20002.520241835857
1464,27820,0x1a7f,32.0,4.4,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,32,20002.52024180906
1465,24536,0x2c3f,21.0,4.9,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.52024180906
1466,25694,0x3ee6,33.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,25,20002.52024180906
1467,7849,0x58a,,,Windy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,29,20002.52024180906
1468,26422,0x9a7a,31.0,5.0,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Urban,25,20002.52024180906
1469,25674,0x1b72,,,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Metropolitian,38,20002.52024180906
1470,2109,0x3464,32.0,3.5,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,33,20002.52024180906
1471,2054,0x52c1,37.0,4.9,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,27,20002.52024180906
1472,1057,0xc48f,29.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,16,20002.52024180906
1473,42059,0x4178,39.0,4.6,Fog,High,1,Drinks,motorcycle,0.0,No,Urban,35,20002.52024180906
1474,3806,0xd4f6,39.0,5.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,36,20002.52024180906
1475,39130,0x68fc,29.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,33,20002.52024180906
1476,12591,0x9864,37.0,4.8,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,39,20002.520241798604
1477,40094,0xa22b,22.0,4.9,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,16,20002.520241798604
1478,23878,0x7a2f,24.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.520241798604
1479,28613,0x6f53,23.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.520241798604
1480,44065,0xc472,39.0,4.8,Stormy,High,0,Drinks,motorcycle,0.0,Yes,Metropolitian,42,20002.520241798604
1481,18097,0xa27f,36.0,3.7,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,20002.520241798604
1482,35671,0x6fd0,36.0,4.7,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,20002.520241798604
1483,23785,0xb5a2,27.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,,10,20002.520241798604
1484,4562,0xe030,28.0,4.5,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,20002.520241798604
1485,2683,0x761f,29.0,2.5,Sunny,Low,1,Snack,motorcycle,2.0,No,Metropolitian,35,20002.520241798604
1486,31893,0xc7cb,37.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,20,20002.520241744005
1487,32178,0x87a,,,Windy,High,0,Meal,motorcycle,1.0,No,Semi-Urban,49,20002.520241744005
1488,2281,0x41b4,39.0,4.9,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,37,20002.520241744005
1489,11863,0x6ebf,22.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,15,20002.520241744005
1490,9841,0x6fdc,25.0,4.6,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Urban,16,20002.520241744005
1491,42045,0x335f,30.0,4.6,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.520241744005
1492,18959,0xa54b,22.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.520241744005
1493,41050,0xd532,28.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.520241744005
1494,69,0x633c,39.0,4.6,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,44,20002.520241744005
1495,15633,0x1c2a,38.0,4.9,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,20002.520241744005
1496,32971,0xb2ab,37.0,4.3,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,35,20002.520241744005
1497,9851,0xf45,22.0,4.7,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,11,20002.52024173433
1498,4003,0x6c28,29.0,3.6,Sunny,High,0,Buffet,motorcycle,3.0,No,Metropolitian,48,20002.52024173433
1499,6662,0x858f,22.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,,Urban,10,20002.52024173433
1500,10644,0xa545,31.0,3.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,34,20002.52024173433
1501,12004,0xd874,28.0,4.1,Sunny,High,0,Drinks,motorcycle,2.0,No,Metropolitian,46,20002.52024173433
1502,18183,0x2f66,25.0,4.8,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,15,20002.52024173433
1503,41472,0x531c,39.0,4.4,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.52024173433
1504,12929,0x34e4,28.0,4.5,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.52024173433
1505,5511,0xe0d7,38.0,4.7,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.52024173433
1506,26117,0x9adc,38.0,3.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,39,20002.52024173433
1507,36493,0x16db,21.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,20002.52024173433
1508,242,0x27fe,38.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.52024173433
1509,30,0x9d26,26.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,11,20002.52024173414
1510,15718,0x4d2d,36.0,5.0,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,26,20002.52024173414
1511,28907,0xa64a,20.0,4.7,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,14,20002.52024173414
1512,26991,0xcdfe,38.0,4.9,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,20,20002.52024173414
1513,24349,0x6bc7,23.0,4.5,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.52024173414
1514,26466,0x4fac,25.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,15,20002.52024173414
1515,42728,0xb8ab,35.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,16,20002.52024173414
1516,20235,0xd6fd,30.0,4.8,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.52024173414
1517,6911,0x49ab,38.0,4.8,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,18,20002.52024173414
1518,42919,0x6aca,38.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,19,20002.520241664984
1519,11852,0xb62d,33.0,4.6,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,41,20002.520241664984
1520,10981,0xd191,34.0,5.0,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,15,20002.520241664984
1521,43869,0xe024,20.0,4.6,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,18,20002.520241664984
1522,31723,0x5e3,,,,,3,Buffet,scooter,1.0,No,Metropolitian,42,20002.520241664984
1523,13008,0x5c53,21.0,4.9,Windy,Low,1,Drinks,motorcycle,0.0,No,Urban,10,20002.520241664984
1524,19670,0xb673,28.0,4.5,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,24,20002.520241664984
1525,19979,0x5c8f,26.0,4.9,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,21,20002.520241664984
1526,18894,0x5e4f,26.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,20002.520241664984
1527,13238,0xc47c,31.0,5.0,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,36,20002.52024136427
1528,10125,0x47d5,27.0,4.7,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.52024136427
1529,8497,0xab1a,26.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,15,20002.52024136427
1530,9044,0x408,,,,,3,Meal,motorcycle,1.0,No,Metropolitian,35,20002.52024136427
1531,6550,0xd99,25.0,4.7,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.52024136427
1532,11873,0x9f35,20.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.52024136427
1533,28970,0x7f97,29.0,4.9,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,12,20002.52024136427
1534,30812,0x32a2,31.0,4.7,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,20002.52024136427
1535,31164,0x5e3a,23.0,4.7,Sunny,High,2,Buffet,motorcycle,0.0,No,Urban,15,20002.52024136427
1536,14314,0x596b,36.0,4.1,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,39,20002.52024136427
1537,40939,0xabd7,30.0,4.9,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.52024136427
1538,9211,0xc020,,,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,35,20002.52024136427
1539,20005,0x3bbd,39.0,4.5,Windy,Jam,2,Meal,electric_scooter,1.0,No,Urban,30,20002.5202413205
1540,2592,0xd27c,25.0,4.8,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,15,20002.5202413205
1541,32462,0xc347,27.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,,13,20002.5202413205
1542,3950,0x8b67,26.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.5202413205
1543,13984,0x5aa2,32.0,4.2,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,32,20002.5202413205
1544,16409,0xbe3e,21.0,4.5,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.5202413205
1545,3790,0x7e99,25.0,4.5,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,29,20002.5202413205
1546,40431,0x5598,21.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,22,20002.5202413205
1547,37538,0x3a47,38.0,4.9,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.5202413205
1548,6874,0x459a,20.0,4.6,Stormy,Jam,0,Snack,motorcycle,,No,Metropolitian,16,20002.5202413205
1549,2275,0x6f02,23.0,4.8,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,20002.5202413205
1550,23558,0xd566,33.0,4.7,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,28,20002.5202413205
1551,1882,0xb4e6,36.0,5.0,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,44,20002.5202413205
1552,8363,0x5e0b,26.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,29,20002.520241319722
1553,3286,0x7e09,23.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.520241319722
1554,30038,0xbafb,26.0,4.6,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,29,20002.520241319722
1555,7998,0xdc58,32.0,4.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.520241319722
1556,32987,0x9fbc,30.0,4.8,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,25,20002.520241319722
1557,23182,0x45db,35.0,4.8,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,37,20002.520241319722
1558,45338,0x7ba,24.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,,15,20002.520241319722
1559,31117,0x491f,36.0,4.9,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,39,20002.520241319722
1560,41583,0xb31d,27.0,4.5,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,19,20002.520241319722
1561,43177,0xca0f,37.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.520241295624
1562,11195,0x5de,,,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Semi-Urban,48,20002.520241295624
1563,29638,0xef9,27.0,4.8,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520241295624
1564,31300,0x3d06,34.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.520241295624
1565,43914,0x3dc7,30.0,5.0,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,18,20002.520241295624
1566,32255,0xc7b1,20.0,4.4,Fog,Jam,2,Snack,scooter,0.0,Yes,Metropolitian,43,20002.520241295624
1567,33215,0xca50,36.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.520241295624
1568,9899,0x2c40,21.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,20002.520241295624
1569,25222,0x3b4b,33.0,4.1,Fog,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,43,20002.520241295624
1570,1009,0x3ae5,39.0,4.7,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,25,20002.520241295624
1571,9390,0xdb4,27.0,4.6,Sunny,High,2,Buffet,motorcycle,0.0,No,Urban,19,20002.520241295624
1572,33818,0xb2f8,31.0,4.7,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.520241295624
1573,20336,0x479f,30.0,4.7,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,29,20002.520241295624
1574,10017,0x5f6f,34.0,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,42,20002.520241295624
1575,21048,0xc467,34.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.520241295624
1576,2383,0x349d,23.0,4.9,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.520241295624
1577,14158,0x8492,32.0,4.8,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.520241295624
1578,18115,0x8ec2,32.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,44,20002.52024128877
1579,28124,0x5f1f,34.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,20002.52024128877
1580,44116,0x85e5,30.0,5.0,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,20,20002.52024128877
1581,37630,0xce7c,25.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.52024128877
1582,2266,0x2fac,31.0,4.1,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,44,20002.52024128877
1583,28256,0x22c7,28.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,26,20002.52024128877
1584,22619,0xdc85,28.0,4.7,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,12,20002.52024128877
1585,7323,0x75d7,33.0,4.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,51,20002.52024128877
1586,11418,0x8d9,,,,,3,Meal,motorcycle,,No,Urban,40,20002.52024128877
1587,14673,0x6e10,20.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,13,20002.52024128877
1588,6048,0x1175,,,Fog,High,0,Snack,motorcycle,1.0,No,,29,20002.52024128877
1589,9285,0xb3e7,20.0,5.0,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,37,20002.52024128877
1590,1350,0x7784,33.0,4.9,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,18,20002.52024128877
1591,22033,0x7f79,35.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.520241280527
1592,17228,0x279c,33.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.520241280527
1593,24980,0x61cc,33.0,4.7,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.520241280527
1594,30665,0x4ab2,23.0,4.9,Windy,High,2,Snack,motorcycle,0.0,No,Metropolitian,15,20002.520241280527
1595,3474,0x7fa8,34.0,4.3,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,20002.520241280527
1596,2312,0x13c5,28.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520241280527
1597,43092,0x19fe,35.0,3.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33,20002.520241280527
1598,26834,0x54b4,20.0,4.6,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,20002.520241280527
1599,25834,0x8601,27.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520241280527
1600,17348,0x3848,34.0,5.0,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,15,20002.520241280527
1601,38634,0x871f,26.0,4.9,Sunny,Jam,1,Meal,scooter,1.0,No,,16,20002.520241280527
1602,25406,0x231f,,,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.520241277525
1603,42935,0x266b,36.0,4.2,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.520241277525
1604,649,0x163c,38.0,4.8,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,17,20002.520241277525
1605,20770,0xac2e,35.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,31,20002.520241277525
1606,16098,0x28ac,33.0,4.8,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.520241277525
1607,11638,0x5e09,30.0,3.6,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,42,20002.520241277525
1608,8966,0x7851,36.0,4.0,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.520241277525
1609,30244,0xaee,24.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.520241277525
1610,42794,0xcd54,32.0,4.7,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,32,20002.520241277525
1611,8240,0xc0fd,24.0,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.520241272938
1612,32509,0x3d67,20.0,4.9,Windy,Jam,2,Drinks,scooter,0.0,No,Urban,19,20002.520241272938
1613,24786,0x3cfa,34.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.520241272938
1614,30168,0x5e8d,27.0,4.6,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,20002.520241272938
1615,40640,0x6d2b,22.0,5.0,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Urban,26,20002.520241272938
1616,18012,0x8f89,29.0,4.6,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,30,20002.520241272938
1617,35563,0x31c3,25.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520241272938
1618,41839,0xb068,27.0,4.6,Sunny,Jam,0,Snack,motorcycle,,No,Urban,22,20002.520241272938
1619,45346,0x2863,30.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.520241272938
1620,36442,0xd5c8,24.0,5.0,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,20002.520241272938
1621,16231,0x828e,31.0,4.9,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,42,20002.520241272938
1622,32615,0xb04d,36.0,5.0,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,38,20002.520241272938
1623,32758,0x2a0d,29.0,4.5,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.520241272232
1624,42222,0x6060,27.0,4.6,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,28,20002.520241272232
1625,31640,0x68a1,22.0,5.0,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,27,20002.520241272232
1626,764,0x2c0b,39.0,4.9,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.520241272232
1627,9129,0x9e78,26.0,4.0,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,32,20002.520241272232
1628,3847,0x65dc,33.0,4.5,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.520241272232
1629,23856,0xcbb9,27.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.520241272232
1630,43153,0x402f,23.0,4.6,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,44,20002.520241270893
1631,37090,0x275e,30.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,19,20002.520241270893
1632,22988,0x7b08,36.0,4.2,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.520241270893
1633,5873,0x43f2,23.0,4.9,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520241270893
1634,9948,0xf44,30.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,45,20002.520241270893
1635,45439,0x2397,37.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,Yes,Semi-Urban,53,20002.520241270893
1636,32533,0x28dc,33.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.520241270893
1637,16235,0xdc08,31.0,4.1,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.520241270893
1638,17636,0x6970,23.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,23,20002.520241270893
1639,26864,0xcce1,21.0,4.6,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,12,20002.520241270893
1640,21416,0x6a25,20.0,4.7,Stormy,Medium,1,Meal,scooter,0.0,No,Urban,20,20002.520241270893
1641,22037,0x61a9,35.0,4.7,Sunny,High,2,Buffet,scooter,1.0,No,Urban,23,20002.520241270893
1642,38441,0xa936,38.0,4.8,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,24,20002.520241270893
1643,8925,0xbf5,28.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,,27,20002.520241269547
1644,24650,0xc9f1,21.0,5.0,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Urban,17,20002.520241269547
1645,18191,0x32e4,28.0,4.6,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,29,20002.520241269547
1646,24694,0x76d7,34.0,5.0,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.520241269547
1647,43777,0x405d,36.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,26,20002.520241269547
